date,b_u_y,n_a_m_e___D_e_a_l_e_r___H_e_d_g_i_n_g,n_a_m_e___D_e_a_l_e_r___s_e_l_f,n_a_m_e___F_o_r_e_i_g_n___D_e_a_l_e_r___S_e_l_f,n_a_m_e___F_o_r_e_i_g_n___I_n_v_e_s_t_o_r,n_a_m_e___I_n_v_e_s_t_m_e_n_t___T_r_u_s_t,s_e_l_l,RecentlyDeclareDate,Trading_Volume_shifted,Trading_money_shifted,open_shifted,max_shifted,min_shifted,close_shifted,spread_shifted,Trading_turnover_shifted,MACD_shifted,Signal Line_shifted,MACD Histogram_shifted,ADX_shifted,+DI_shifted,-DI_shifted,%K_shifted,%D_shifted,RSI_shifted,Bias_shifted,MarginPurchaseBuy_shifted,MarginPurchaseCashRepayment_shifted,MarginPurchaseLimit_shifted,MarginPurchaseSell_shifted,MarginPurchaseTodayBalance_shifted,MarginPurchaseYesterdayBalance_shifted,OffsetLoanAndShort_shifted,ShortSaleBuy_shifted,ShortSaleCashRepayment_shifted,ShortSaleLimit_shifted,ShortSaleSell_shifted,ShortSaleTodayBalance_shifted,ShortSaleYesterdayBalance_shifted,ForeignInvestmentRemainingShares_shifted,ForeignInvestmentShares_shifted,ForeignInvestmentRemainRatio_shifted,ForeignInvestmentSharesRatio_shifted,NumberOfSharesIssued_shifted,people_0_shifted,people_500_shifted,people_2500_shifted,people_7500_shifted,people_12500_shifted,people_17500_shifted,people_25000_shifted,people_35000_shifted,people_45000_shifted,people_75000_shifted,people_150000_shifted,people_300000_shifted,people_500000_shifted,people_700000_shifted,people_900000_shifted,percent_0_shifted,percent_500_shifted,percent_2500_shifted,percent_7500_shifted,percent_12500_shifted,percent_17500_shifted,percent_25000_shifted,percent_35000_shifted,percent_45000_shifted,percent_75000_shifted,percent_150000_shifted,percent_300000_shifted,percent_500000_shifted,percent_700000_shifted,percent_900000_shifted,unit_0_shifted,unit_500_shifted,unit_2500_shifted,unit_7500_shifted,unit_12500_shifted,unit_17500_shifted,unit_25000_shifted,unit_35000_shifted,unit_45000_shifted,unit_75000_shifted,unit_150000_shifted,unit_300000_shifted,unit_500000_shifted,unit_700000_shifted,unit_900000_shifted,Returns
2021-10-01,12910215,0.0,0.0,0.0,1.0,0.0,26273043,2021-05-19,17302848.0,10289114839.0,591.0,598.0,590.0,598.0,10.0,15796.0,0.8537463126864395,4.374829415019442,-3.5210831023330025,19.170364401560505,26.908393243904232,27.786676323888273,13.939393939393838,8.535353535353524,48.323292074983165,-1.7497740901996184,203.0,20.0,6482595.0,623.0,26619.0,27059.0,1.0,1.0,0.0,6482595.0,22.0,101.0,80.0,6521684837.0,19408695621.0,25.15,74.84,25930380458.0,952221.0,552242.0,322737.0,38092.0,13157.0,6310.0,6115.0,2917.0,1814.0,3408.0,1801.0,1144.0,495.0,273.0,189.0,100.0,0.33,2.35,1.06,0.62,0.43,0.57,0.39,0.31,0.91,0.96,1.23,0.93,0.73,0.65,25930380458.0,88021880.0,611111519.0,277421142.0,162282588.0,111800200.0,149945965.0,101415854.0,81884327.0,237855993.0,249958457.0,320552679.0,241582646.0,190290438.0,170802835.0,-0.0033389012655145986
2021-10-08,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,39006124.0,22368447571.0,579.0,579.0,571.0,574.0,-6.0,78088.0,-4.238466293502142,0.0253875695037128,-4.263853863005855,17.164629850994874,20.17120484859905,30.863383708505165,7.395299145299042,13.587252616664365,36.48277193018769,-4.951150852790193,731.0,19.0,6482595.0,521.0,27441.0,27250.0,1.0,30.0,0.0,6482595.0,13.0,82.0,99.0,6565172592.0,19365207866.0,25.31,74.68,25930380458.0,0.0,561629.0,331352.0,38749.0,13351.0,6384.0,6181.0,2946.0,1821.0,3416.0,1808.0,1149.0,496.0,273.0,192.0,-0.0,0.34,2.41,1.08,0.63,0.43,0.58,0.39,0.31,0.91,0.96,1.23,0.93,0.73,0.66,-5000.0,89702723.0,626857608.0,282212796.0,164656838.0,113093358.0,151543387.0,102380390.0,82233463.0,238219713.0,250990936.0,320612494.0,241956200.0,190045834.0,172969036.0,-0.04096135763106529
2021-10-15,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,22601904.0,13051944932.0,582.0,583.0,573.0,575.0,-5.0,24157.0,-7.021134760046493,-4.512351465854947,-2.508783294191546,18.632984536219503,21.34130099290251,27.866794008604796,30.251572327043917,24.391757136600017,39.95270061349429,-2.937204591492231,478.0,12.0,6482595.0,355.0,27925.0,27814.0,20.0,15.0,0.0,6482595.0,9.0,127.0,133.0,6600731992.0,19329648466.0,25.45,74.54,25930380458.0,988202.0,572050.0,336807.0,39400.0,13582.0,6450.0,6214.0,2973.0,1829.0,3441.0,1819.0,1152.0,499.0,272.0,193.0,100.0,0.35,2.45,1.1,0.64,0.44,0.58,0.39,0.31,0.92,0.97,1.23,0.93,0.73,0.67,25930380458.0,92217505.0,637781498.0,286873461.0,167577369.0,114290669.0,152329681.0,103310541.0,82565839.0,240054275.0,252924242.0,321522627.0,243493009.0,189518541.0,174517906.0,0.0017406444777841182
2021-10-22,10526911,0.0,0.0,0.0,1.0,0.0,6360688,2021-05-19,55305252.0,32878638999.0,592.0,600.0,586.0,600.0,27.0,61088.0,-5.003365859125211,-5.669587438153575,0.6662215790283641,18.66679039496211,30.8120030798979,23.937386865363727,50.79365079365068,37.460317460317434,57.956337024956305,2.5816378868182634,791.0,40.0,6482595.0,2650.0,26392.0,28291.0,14.0,37.0,0.0,6482595.0,211.0,328.0,154.0,6579931022.0,19350449436.0,25.37,74.62,25930380458.0,992074.0,573998.0,338466.0,39518.0,13637.0,6493.0,6225.0,2972.0,1844.0,3460.0,1817.0,1158.0,498.0,277.0,190.0,100.0,0.35,2.47,1.1,0.64,0.44,0.58,0.39,0.32,0.93,0.97,1.24,0.93,0.74,0.66,25930380458.0,92653770.0,640887305.0,287694459.0,168187858.0,115045699.0,152628906.0,103268009.0,83281278.0,241533051.0,252538061.0,323405716.0,242412794.0,192325380.0,171449255.0,0.0425596144187959
2021-10-29,20033563,0.0,0.0,0.0,1.0,0.0,23584384,2021-05-19,14236279.0,8520299817.0,600.0,602.0,594.0,600.0,4.0,12812.0,0.5364842738505331,-2.521545405487493,3.058029679338026,18.386408852139,26.796830773606683,19.357983527919206,86.36363636363625,84.84848484848482,56.36857443205261,2.555337150670891,235.0,7.0,6482595.0,554.0,24998.0,25324.0,3.0,22.0,0.0,6482595.0,23.0,266.0,265.0,6563746984.0,19366633474.0,25.31,74.68,25930380458.0,967577.0,562725.0,326767.0,38576.0,13327.0,6378.0,6157.0,2945.0,1818.0,3438.0,1794.0,1162.0,498.0,276.0,189.0,100.0,0.35,2.38,1.08,0.63,0.43,0.58,0.39,0.31,0.92,0.96,1.24,0.93,0.73,0.65,25930380458.0,90792096.0,619265605.0,280689079.0,164292697.0,112991259.0,150869552.0,102302296.0,82058695.0,240021123.0,249638464.0,323651407.0,242215287.0,191392574.0,170260969.0,0.0
2021-11-05,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,27684673.0,16352758906.0,595.0,596.0,589.0,590.0,-5.0,19937.0,1.3480138879109518,0.13599339344974065,1.2120204944612112,15.536554876460913,22.18671138773175,20.570342269262685,76.66666666666654,81.38888888888883,48.8859275524072,0.6568284568796422,795.0,38.0,6482595.0,202.0,25601.0,25046.0,0.0,20.0,0.0,6482595.0,2.0,185.0,203.0,6559583846.0,19370796612.0,25.29,74.7,25930380458.0,965608.0,561707.0,325936.0,38485.0,13316.0,6367.0,6156.0,2938.0,1806.0,3450.0,1785.0,1170.0,494.0,278.0,189.0,100.0,0.34,2.38,1.08,0.63,0.43,0.58,0.39,0.31,0.92,0.95,1.25,0.92,0.74,0.65,25930380458.0,90625360.0,617899741.0,280076017.0,164133061.0,112769146.0,150838553.0,102073542.0,81481687.0,240850666.0,248240504.0,325652139.0,240175336.0,192781550.0,169918540.0,-0.01680711831638129
2021-11-12,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,35086799.0,20974569571.0,598.0,600.0,595.0,600.0,13.0,31929.0,0.9662833371671695,0.5654752116589676,0.4008081255082019,13.031399689186893,23.601528886252186,20.257081188695306,40.93567251461976,42.37824161922828,56.07020266309255,1.5658061785865425,429.0,10.0,6482595.0,1295.0,24725.0,25601.0,1.0,23.0,0.0,6482595.0,234.0,354.0,143.0,6538842991.0,19391537467.0,25.21,74.78,25930380458.0,967875.0,562078.0,327596.0,38638.0,13376.0,6364.0,6182.0,2946.0,1806.0,3443.0,1790.0,1166.0,491.0,276.0,193.0,100.0,0.34,2.39,1.08,0.63,0.43,0.58,0.39,0.31,0.92,0.95,1.25,0.92,0.73,0.66,25930380458.0,90636902.0,620763801.0,281243734.0,164911424.0,112708424.0,151504194.0,102425687.0,81469452.0,240542284.0,248861486.0,325873491.0,238993491.0,191231152.0,173232827.0,0.01680711831638119
2021-11-19,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,21373014.0,12801799429.0,610.0,611.0,602.0,604.0,-2.0,13869.0,4.102789166562275,2.578738305213376,1.5240508613488988,15.237841333630373,31.120814852936444,21.328877206605856,69.79166666666653,77.30263157894728,55.99891394463201,1.0371361659417944,283.0,7.0,6482595.0,359.0,22959.0,23042.0,20.0,26.0,31.0,6482595.0,77.0,312.0,292.0,6510730685.0,19419649773.0,25.1,74.89,25930380458.0,0.0,549639.0,316099.0,37726.0,13039.0,6268.0,6080.0,2897.0,1791.0,3410.0,1785.0,1171.0,487.0,276.0,191.0,-0.0,0.34,2.31,1.05,0.61,0.42,0.57,0.38,0.31,0.92,0.95,1.26,0.91,0.73,0.66,-5000.0,88468983.0,599118178.0,274509487.0,160722559.0,111012868.0,148940901.0,100713241.0,80807652.0,238571313.0,248041583.0,327342797.0,237471495.0,191703325.0,171368782.0,0.006644542718668511
2021-11-26,10904748,0.0,0.0,0.0,1.0,0.0,20715281,2021-05-19,38847820.0,24047156185.0,622.0,623.0,617.0,618.0,5.0,32179.0,5.839289241938218,4.316063894561019,1.523225347377199,18.046279259354765,33.47437328014845,16.48902252111316,84.15570175438583,80.4824561403508,65.27427361309208,2.734602277449929,1371.0,20.0,6482595.0,904.0,22640.0,22193.0,2.0,5.0,0.0,6482595.0,18.0,336.0,323.0,6487720130.0,19442660328.0,25.01,74.98,25930380458.0,0.0,544896.0,312944.0,37459.0,12964.0,6263.0,6037.0,2877.0,1787.0,3403.0,1786.0,1173.0,491.0,273.0,199.0,-0.0,0.33,2.28,1.05,0.61,0.42,0.57,0.38,0.31,0.91,0.95,1.26,0.92,0.72,0.68,-16778.0,87583594.0,593214489.0,272616871.0,159776277.0,110968719.0,147964860.0,100090016.0,80591112.0,237878118.0,247856490.0,326926670.0,239181324.0,189181807.0,178230367.0,0.022914259522875832
2021-12-03,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,27882175.0,16609442268.0,598.0,601.0,592.0,596.0,-7.0,47638.0,2.91520353315434,4.375886388696942,-1.4606828555426015,16.336279173562765,24.281303562717987,32.027193530830786,20.49155145929326,39.9633492332982,44.13271425457359,-1.3571665011585643,888.0,2.0,6482595.0,342.0,23356.0,22812.0,2.0,86.0,0.0,6482595.0,2.0,111.0,195.0,6503918523.0,19426461935.0,25.08,74.91,25930380458.0,928092.0,540848.0,311197.0,37318.0,12945.0,6224.0,6039.0,2880.0,1775.0,3419.0,1773.0,1186.0,488.0,277.0,197.0,100.0,0.33,2.27,1.04,0.61,0.42,0.57,0.38,0.3,0.92,0.94,1.27,0.91,0.73,0.68,25930380458.0,86730127.0,590007567.0,271574942.0,159582007.0,110283871.0,147978755.0,100142674.0,80001228.0,239023794.0,245812012.0,331240189.0,237492290.0,191768056.0,177385676.0,-0.03624779039234104
2021-12-10,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,27571974.0,16798271782.0,614.0,614.0,606.0,608.0,-7.0,16197.0,1.8437353114377402,2.3904440488721566,-0.5467087374344164,15.045075253884908,28.3332491415265,21.15194628428461,52.0833333333332,36.11111111111102,54.05050784403843,0.20601565718994644,949.0,19.0,6482595.0,553.0,23653.0,23276.0,0.0,55.0,2.0,6482595.0,1.0,129.0,185.0,6485521042.0,19444859416.0,25.01,74.98,25930380458.0,0.0,543122.0,309034.0,37122.0,12887.0,6203.0,6047.0,2871.0,1775.0,3412.0,1768.0,1188.0,493.0,279.0,191.0,-0.0,0.33,2.26,1.04,0.61,0.42,0.57,0.38,0.3,0.92,0.94,1.27,0.92,0.74,0.66,-23000.0,86921579.0,586044096.0,270170511.0,158893275.0,109933630.0,148176078.0,99928891.0,80010609.0,238594514.0,244940720.0,331885881.0,240240955.0,192756316.0,171615589.0,0.01993421490081733
2021-12-17,27184791,0.0,0.0,0.0,1.0,0.0,22300276,2021-05-19,11371659.0,6874539365.0,605.0,608.0,602.0,605.0,-3.0,9215.0,1.3184545092983626,1.6799819925391148,-0.36152748324075223,12.564571900120642,24.70305957424014,20.41378274583941,51.8904320987653,46.16769547325094,51.267968232013274,-0.1814882032667914,455.0,4.0,6482595.0,124.0,24321.0,23994.0,0.0,29.0,4.0,6482595.0,0.0,9.0,42.0,6496520739.0,19433859719.0,25.05,74.94,25930380458.0,0.0,543836.0,311665.0,37360.0,12939.0,6244.0,6067.0,2885.0,1760.0,3432.0,1757.0,1191.0,497.0,281.0,193.0,-0.0,0.33,2.27,1.04,0.61,0.42,0.57,0.38,0.3,0.92,0.93,1.28,0.93,0.75,0.66,-80002.0,86943695.0,590644749.0,271829311.0,159534669.0,110621658.0,148672588.0,100369133.0,79267718.0,240159823.0,242775872.0,333565589.0,241792813.0,194899931.0,173597485.0,-0.004946423935325574
2021-12-24,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,30319495.0,18339763894.0,601.0,607.0,599.0,607.0,2.0,11667.0,0.5873188246713426,0.856201113549155,-0.2688822888778124,11.552065413514166,23.394508936979342,18.3307157031387,54.166666666666536,44.90740740740733,53.367651980289935,0.5383022774327122,207.0,16.0,6482595.0,964.0,23805.0,24578.0,3.0,3.0,0.0,6482595.0,98.0,123.0,28.0,6502258245.0,19428122213.0,25.07,74.92,25930380458.0,0.0,545067.0,313928.0,37551.0,12958.0,6252.0,6077.0,2915.0,1752.0,3428.0,1757.0,1189.0,503.0,284.0,192.0,-0.0,0.33,2.29,1.05,0.61,0.42,0.57,0.39,0.3,0.92,0.93,1.28,0.94,0.75,0.66,-2000.0,87046511.0,594422147.0,273355221.0,159809233.0,110774221.0,148912647.0,101438429.0,78944229.0,240049682.0,243202206.0,333337792.0,244784926.0,196787061.0,172682184.0,0.0033003330286566998
2021-12-30,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,12008673.0,7276331245.0,606.0,609.0,604.0,604.0,-2.0,10444.0,0.007456855664941031,0.1607739436377172,-0.15331708797277616,11.631903501801107,25.496836683898504,16.64030164179236,43.85964912280687,31.239209133945863,51.29259302253134,0.24064392996432588,752.0,14.0,6482595.0,343.0,24705.0,24310.0,3.0,3.0,0.0,6482595.0,18.0,74.0,59.0,6497484536.0,19432895922.0,25.05,74.94,25930380458.0,0.0,545852.0,314381.0,37525.0,13015.0,6240.0,6063.0,2914.0,1761.0,3413.0,1760.0,1192.0,496.0,285.0,196.0,-0.0,0.33,2.29,1.05,0.61,0.42,0.57,0.39,0.3,0.92,0.93,1.28,0.93,0.75,0.67,-80000.0,87085222.0,595388632.0,273160550.0,160504845.0,110561494.0,148492899.0,101353156.0,79327106.0,238880066.0,243643865.0,334224589.0,241196706.0,197030253.0,175921634.0,-0.004954593124683341
2022-01-07,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,20522055.0,12654016133.0,619.0,620.0,615.0,615.0,-1.0,15565.0,2.517221973196115,1.0720462002608082,1.4451757729353067,17.27995576083128,29.741885698284786,12.873140345209164,89.16666666666653,79.7953216374268,59.25864920173811,1.661294321844773,847.0,134.0,6482595.0,564.0,25201.0,25052.0,0.0,12.0,1.0,6482595.0,16.0,160.0,157.0,6465340968.0,19465039490.0,24.93,75.06,25930380458.0,916397.0,535604.0,305595.0,36783.0,12803.0,6159.0,5993.0,2884.0,1748.0,3383.0,1750.0,1185.0,498.0,286.0,198.0,100.0,0.32,2.23,1.03,0.6,0.42,0.56,0.38,0.3,0.91,0.93,1.28,0.93,0.76,0.68,25930380458.0,85340618.0,578794703.0,267732932.0,157967785.0,109145666.0,146826039.0,100352189.0,78785835.0,236539286.0,242178736.0,332059662.0,242123962.0,197768967.0,177900605.0,0.01804806987170285
2022-01-14,63995168,0.0,0.0,0.0,1.0,0.0,21401672,2021-05-19,39847766.0,25358237656.0,643.0,646.0,632.0,634.0,-10.0,44497.0,10.1936113648228,6.349599992795357,3.8440113720274436,30.179498084479118,40.41098800474893,14.947266508266447,64.41441441441428,78.37837837837829,60.03136816611993,3.181707217837083,2388.0,7.0,6482595.0,1526.0,29588.0,28733.0,15.0,81.0,0.0,6482595.0,19.0,272.0,334.0,6417603788.0,19512776670.0,24.74,75.25,25930380458.0,0.0,515837.0,289491.0,35289.0,12390.0,5977.0,5846.0,2829.0,1711.0,3380.0,1754.0,1184.0,500.0,296.0,191.0,-0.0,0.31,2.11,0.98,0.58,0.4,0.55,0.37,0.29,0.91,0.93,1.28,0.93,0.78,0.66,-32000.0,80737128.0,547283710.0,256659138.0,152713236.0,105941361.0,143159922.0,98456591.0,77139262.0,236003828.0,243736887.0,332341662.0,243710307.0,204102574.0,171650540.0,0.030426686630708154
2022-02-11,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,98768193.0,66094477906.0,673.0,673.0,661.0,672.0,11.0,83211.0,15.23624732099222,11.034148220205513,4.2020991007867075,35.36689336149094,43.81832708240808,12.460650926428812,90.93673216969763,83.08860800804014,73.67334555516936,6.955276141970404,3220.0,26.0,6482595.0,5590.0,28923.0,31319.0,39.0,33.0,2.0,6482595.0,199.0,576.0,412.0,6338443916.0,19591936542.0,24.44,75.55,25930380458.0,0.0,510754.0,284381.0,34991.0,12257.0,5920.0,5833.0,2830.0,1709.0,3380.0,1750.0,1182.0,512.0,294.0,190.0,-0.0,0.3,2.07,0.98,0.58,0.4,0.55,0.37,0.29,0.91,0.93,1.27,0.96,0.78,0.65,-2000.0,79673294.0,538214051.0,254497348.0,151177918.0,104915794.0,142902435.0,98409550.0,77039491.0,236212593.0,243624709.0,331600866.0,249678970.0,202829359.0,170510654.0,0.05820938608592369
2022-02-18,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,28194682.0,18225628338.0,646.0,650.0,642.0,650.0,1.0,21995.0,4.003035490526827,6.551544018734842,-2.548508528208015,23.290473438529666,28.715735221720116,20.218770753671507,26.666666666666526,16.086824529447373,55.426244791623915,0.14636776827671913,451.0,23.0,6482595.0,1789.0,27519.0,28880.0,2.0,27.0,0.0,6482595.0,19.0,268.0,276.0,6380738159.0,19549642299.0,24.6,75.39,25930380458.0,0.0,526573.0,291842.0,35414.0,12432.0,5952.0,5875.0,2859.0,1711.0,3420.0,1758.0,1180.0,522.0,291.0,192.0,-0.0,0.31,2.12,0.99,0.59,0.4,0.55,0.38,0.29,0.92,0.94,1.27,0.98,0.77,0.66,-1000.0,81220769.0,552239729.0,257336194.0,153277776.0,105489198.0,143780765.0,99388282.0,77113842.0,239641338.0,245329646.0,330509855.0,255127799.0,201352106.0,173114233.0,-0.033285977633466746
2022-02-25,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,21948975.0,13997433486.0,638.0,639.0,636.0,637.0,-8.0,23892.0,1.8352169536348129,3.691275506881792,-1.8560585532469793,18.848733519858637,25.134948734952335,22.45870576169197,49.401340996168436,39.24362635244213,48.76090811048688,-1.5988259828531741,1385.0,22.0,6482595.0,356.0,27914.0,26907.0,3.0,46.0,0.0,6482595.0,4.0,177.0,219.0,6396676273.0,19533704185.0,24.66,75.33,25930380458.0,901069.0,533817.0,293873.0,35536.0,12466.0,5976.0,5898.0,2869.0,1728.0,3398.0,1764.0,1185.0,515.0,287.0,198.0,100.0,0.31,2.14,0.99,0.59,0.4,0.55,0.38,0.3,0.91,0.94,1.28,0.97,0.76,0.68,25930380458.0,81952734.0,555863362.0,258312347.0,153688289.0,105900254.0,144452062.0,99682646.0,77965182.0,237825091.0,246224315.0,332034919.0,251927956.0,198508482.0,177859218.0,-0.020202707317519466
2022-03-04,0,0.0,0.0,1.0,0.0,0.0,0,2021-05-19,94155943.0,56880320916.0,600.0,609.0,600.0,604.0,0.0,129776.0,-5.573307320603249,-0.5909641388280993,-4.98234318177515,18.811360323875384,18.050965441049726,37.06970055992936,5.135802469135651,6.781893004115112,34.96739003970778,-4.93428818761313,2793.0,28.0,6482595.0,791.0,30736.0,28762.0,6.0,23.0,0.0,6482595.0,12.0,79.0,90.0,6536638542.0,19393741916.0,25.2,74.79,25930380458.0,0.0,562783.0,312885.0,37255.0,12896.0,6203.0,6028.0,2943.0,1771.0,3436.0,1774.0,1197.0,506.0,297.0,188.0,-0.0,0.33,2.28,1.04,0.61,0.42,0.56,0.39,0.3,0.92,0.95,1.29,0.95,0.79,0.65,-9000.0,87163636.0,591454006.0,270646475.0,159171824.0,109890217.0,147701000.0,102289511.0,79970428.0,240801061.0,247543646.0,336071320.0,247071646.0,205821437.0,168852748.0,-0.053195457637348405
2022-03-11,0,0.0,0.0,1.0,0.0,0.0,0,2022-03-10,65235167.0,38833099256.0,595.0,597.0,592.0,595.0,-7.0,206731.0,-10.185765851321662,-5.506945505785246,-4.678820345536416,22.910302929557417,15.71355425804536,35.91899480718134,5.1198257080608505,6.299201161946147,31.793355650242834,-4.974846282839572,1395.0,36.0,6482595.0,879.0,33094.0,32614.0,3.0,17.0,0.0,6482595.0,17.0,76.0,76.0,6645905894.0,19284474564.0,25.62,74.37,25930380458.0,0.0,591229.0,333964.0,38795.0,13317.0,6376.0,6174.0,2982.0,1835.0,3484.0,1790.0,1201.0,510.0,298.0,191.0,-0.0,0.35,2.42,1.08,0.63,0.43,0.58,0.4,0.31,0.94,0.96,1.29,0.95,0.79,0.66,-999.0,92024697.0,628438079.0,282155387.0,164430787.0,113092560.0,151397644.0,103742453.0,82854032.0,244573358.0,249675972.0,336258149.0,248168109.0,207042837.0,171744519.0,-0.015012792389185209
2022-03-18,39117648,0.0,0.0,0.0,1.0,0.0,40609998,2022-03-10,42981381.0,24820833930.0,581.0,582.0,574.0,575.0,-12.0,112158.0,-16.48449993292627,-12.375770001018378,-4.108729931907892,29.512579122769957,19.782243525768113,40.38754925437936,20.078431372548867,12.905949860382222,34.633254351790356,-5.822618950126928,1524.0,72.0,6482595.0,578.0,35375.0,34501.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,6838286512.0,19093480946.0,26.37,73.62,25931767458.0,0.0,698999.0,372034.0,41620.0,14035.0,6694.0,6431.0,3057.0,1861.0,3565.0,1805.0,1206.0,513.0,292.0,198.0,-0.0,0.42,2.69,1.16,0.66,0.45,0.6,0.41,0.32,0.96,0.97,1.29,0.96,0.78,0.68,-898.0,110523224.0,698615713.0,302546403.0,173413769.0,118767530.0,157712339.0,106384252.0,83925308.0,249341386.0,251762779.0,336564219.0,249614540.0,202782630.0,177726654.0,-0.03419136474827931
2022-03-25,20659476,0.0,0.0,0.0,1.0,0.0,11444148,2022-03-10,49583448.0,28771454221.0,582.0,582.0,576.0,581.0,-1.0,39576.0,-15.852834698376796,-15.59895775668998,-0.2538769416868156,30.680614626828646,23.530822108035363,36.788040273341664,33.68371212121196,19.49545271556129,42.71504831522713,-1.949202598936791,321.0,29.0,6482595.0,797.0,34443.0,34948.0,3.0,53.0,10.0,6482595.0,18.0,110.0,155.0,6910794065.0,19020973393.0,26.64,73.35,25931767458.0,0.0,747379.0,392414.0,43351.0,14534.0,6867.0,6557.0,3114.0,1899.0,3612.0,1819.0,1197.0,522.0,291.0,207.0,-0.0,0.46,2.84,1.21,0.69,0.47,0.61,0.41,0.33,0.97,0.97,1.28,0.98,0.77,0.71,-2498.0,120835915.0,737041295.0,315071317.0,179567111.0,121957703.0,160764607.0,108410592.0,85585796.0,252899668.0,253328031.0,333243919.0,254308717.0,202175582.0,186215412.0,0.010380716054560818
2022-04-01,15070511,0.0,0.0,0.0,1.0,0.0,24744407,2022-03-10,26794684.0,15984831591.0,597.0,598.0,595.0,598.0,7.0,29896.0,-8.04172920714393,-12.25854042834206,4.21681122119813,24.852075463494913,29.47781702615692,31.917697176618905,93.54354354354341,79.10025410025399,51.65675269596138,2.4498886414253818,430.0,38.0,6482941.0,1060.0,32371.0,33039.0,1.0,21.0,11.0,6482941.0,35.0,137.0,134.0,6894857139.0,19036910319.0,26.58,73.41,25931767458.0,0.0,748310.0,389476.0,43225.0,14475.0,6875.0,6537.0,3101.0,1898.0,3603.0,1824.0,1192.0,525.0,289.0,206.0,-0.0,0.46,2.82,1.21,0.68,0.47,0.61,0.41,0.32,0.97,0.98,1.28,0.98,0.77,0.71,-998.0,120888222.0,732011547.0,314233935.0,178811575.0,122172464.0,160388732.0,107993887.0,85538184.0,252286280.0,254626685.0,332234583.0,255754184.0,200868410.0,185161717.0,0.028839997098720614
2022-04-08,0,0.0,0.0,1.0,0.0,0.0,0,2022-03-10,31247086.0,18328227645.0,585.0,589.0,584.0,589.0,-8.0,53178.0,-3.898182690960766,-7.448247924045232,3.5500652330844655,20.498173123708092,28.104079138249578,37.82479441277152,87.23404255319133,86.2939139040078,47.4383756345158,1.3159026404059477,883.0,56.0,6482941.0,321.0,33911.0,33405.0,0.0,0.0,0.0,6482941.0,0.0,0.0,0.0,6891732617.0,19040034841.0,26.57,73.42,25931767458.0,0.0,743640.0,382148.0,42784.0,14339.0,6845.0,6517.0,3100.0,1873.0,3594.0,1829.0,1199.0,521.0,296.0,199.0,-0.0,0.46,2.77,1.19,0.68,0.46,0.61,0.41,0.32,0.96,0.98,1.29,0.97,0.79,0.69,-30000.0,120002031.0,718935352.0,310876786.0,177120647.0,121495709.0,159877046.0,107875332.0,84399817.0,251473519.0,254851268.0,335637068.0,254101849.0,206627890.0,179383491.0,-0.01516457029904502
2022-04-15,0,0.0,0.0,1.0,0.0,0.0,0,2022-03-10,31406384.0,17821660486.0,567.0,570.0,566.0,567.0,1.0,75778.0,-6.900247560983644,-6.725714746741155,-0.17453281424248868,21.810773870302615,22.90276784888898,41.78518512173275,17.23798266351441,42.62542684528487,38.67520441310637,-2.501934485426869,1610.0,44.0,6482941.0,792.0,36774.0,36000.0,13.0,1.0,0.0,6482941.0,15.0,79.0,65.0,6947179912.0,18984587546.0,26.79,73.2,25931767458.0,0.0,759553.0,394570.0,43660.0,14568.0,6929.0,6606.0,3143.0,1876.0,3626.0,1827.0,1199.0,514.0,302.0,196.0,-0.0,0.47,2.85,1.22,0.69,0.47,0.62,0.42,0.32,0.97,0.98,1.29,0.96,0.81,0.68,-15000.0,123488369.0,741094765.0,317276452.0,179943128.0,123014914.0,161972958.0,109357723.0,84509230.0,253871792.0,254492253.0,335669653.0,250425114.0,210624525.0,176922039.0,-0.03806687992383465
